temperature_c,pressure_bar,ph_level,flow_rate_lph,vibration_x,vibration_y,vibration_z,ultrasound_leak_db,acoustic_emission,orp_redox_mv,humidity_rh,vision_defect_score,vision_contaminant_score,co2_ppm,o2_percent,voc_ppm,differential_pressure_bar,refrigerant_pressure_bar,failure_risk,vibration_magnitude,flow_rate_normalized,temperature_deviation,safety_risk_score,quality_risk_score
76.49014245903369,13.982257904269167,6.869657249533364,1001.9428032439594,0.8910903798492831,0.3861620646005301,0.23156134199521936,1.1037049569795234,0.380457896751235,339.4485297011711,60.66646862793849,0.013465404535877551,0.003488578093592833,426.01065750290394,20.789405144035133,0.2145578587477596,0.22547025617512487,8.480093933714269,0,0.998390635123903,0.8349523360366328,1.4901424590336916,0.0,0.0
74.58520709648644,14.54175080541952,6.856664718507133,1094.5014353063127,0.21189175940853583,0.3004635776805563,0.042251504376653946,0.9613551180680595,0.234102633951221,380.7141166387017,59.07495019350199,0.0010744215015819469,0.0005796764879176152,435.21357738868915,21.402855403126203,0.43799244455174646,0.00021294840117146437,8.710764336384312,0,0.3700833268872497,0.9120845294219273,0.4147929035135576,0.0,0.0
76.94306561430207,14.103928408432285,6.612696030838902,1141.2971593707414,0.6110171380933983,0.1504794375311287,1.0091821884474093,1.7093582773272775,0.24334353305254547,425.626425648474,55.553032190192866,0.06959955510533768,1.555059234938785e-05,330.64367161101325,20.81514970701843,0.7333618584036613,0.031966313079638896,8.059160924526998,1,1.1893000856146585,0.9510809661422844,1.9430656143020713,0.0,0.3
79.56908956922408,15.165627070419179,6.915916844352748,1214.966891092469,0.025963896602272718,2.9518949142903548,0.1652014782536092,0.5388630097395772,0.45709193663979436,396.7076101752805,60.42215230154571,0.018556398827018483,0.0020376838465823686,307.6683598596434,20.520036391636044,0.5272432926283875,0.20474730960644105,7.947019552601473,0,2.9566280180904077,1.0124724092437243,4.569089569224076,0.0,0.0
74.29753987583,16.79576779719287,6.501983464884677,1302.416232660688,0.31182775349181036,0.9431150095527568,0.4700014099192155,0.273793831532482,0.15560167911737421,428.66605803420697,54.54085661532753,0.004014745730192342,0.004616691677194362,495.39946893825686,20.788567029680205,0.5006333347678346,0.03405501422727823,8.33230837139496,0,1.0989102758721916,1.0853468605505732,0.7024601241700026,0.0,0.0
74.29758912915246,13.843436764288192,6.669163134847934,1269.4135943371764,1.388517381417943,0.13589605755523407,0.42175278127408933,10.288734725171334,0.2167631682743692,432.7624926639505,43.4810795372462,0.03820763022711649,0.0018042515036365255,525.6868049992058,21.05667147446825,1.6140280751025726,0.04473596791048132,8.506524867197419,0,1.4575059744204228,1.057844661947647,0.7024108708475438,0.0,0.0
79.73763844652217,16.50123074665262,6.400182437420439,1082.0675201552515,0.16016423904288754,1.1146605530540468,0.11105128562954172,1.8032973860518906,0.4100647900649938,395.20099295465235,57.82940403597746,0.0023481533141698385,0.0015946895964352233,314.1551492746464,20.697859742899464,0.16196201860878573,0.02270133869710334,8.965599179486546,0,1.1315710848386482,0.9017229334627096,4.737638446522169,0.0,0.0
77.30230418745873,13.827491891479669,7.1117253033925625,1162.8287737834348,0.025631273254091792,0.44201580678955915,0.0152080425734309,4.3660603310323545,0.3320705507032996,368.1913191192646,40.415209066701564,0.04309533083165913,0.0001399084096010903,485.3607401850309,20.405224455374693,0.7094078023136747,0.05802816410686004,8.96047680887601,0,0.44301943544202,0.9690239781528623,2.3023041874587307,0.0,0.0
73.59157684219514,13.728559181254674,6.753690101210941,1207.6375588702567,0.43726857603682096,0.006320809236175549,0.9722155735010719,9.752635023991559,0.3318922523764927,387.0260999770791,38.89456836650481,0.0008140702933528221,0.0002949331554637153,326.3143150616874,21.02499637664325,0.26080755884548823,0.050183930350362706,9.420718801065634,0,1.0660426265289242,1.0063646323918807,1.4084231578048616,0.0,0.0
76.6276801307579,16.22789192751482,7.233376806963262,1173.77928755535,0.21932982278504576,0.21243971184288196,0.34426876614343505,18.96226155053928,0.7708126428329435,338.65721934850137,55.51136436636881,0.05638354448507078,0.000530264376045923,517.8728891080832,20.773601410786725,0.3343405592741875,0.01087053972439512,8.27849565260304,0,0.4601708222744348,0.978149406296125,1.627680130757895,0.0,0.3
